selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition
31,far-from-aligned,far-anchor,6,6,1,50,13
31,far-from-aligned,far-anchor,6,5,1,50,14
31,near-aligned,far-anchor,6,4,1,50,15
31,near-aligned,far-anchor,6,3,1,50,16
31,near-aligned,far-anchor,6,2,1,50,17
31,near-aligned,far-anchor,6,1,1,50,18
31,aligned,far-anchor,6,0,1,50,19
31,near-aligned,far-anchor,6,3,1,25 and 50,22
31,near-aligned,far-anchor,6,2,1,25,23
31,near-aligned,far-anchor,6,1,1,25,24
31,aligned,far-anchor,6,0,1,25,25
31,near-aligned,far-anchor,6,3,1,25,28
31,near-aligned,far-anchor,6,4,1,25,29
31,far-from-aligned,far-anchor,6,5,1,25,30
31,far-from-aligned,far-anchor,6,6,1,25,31
31,far-from-aligned,far-anchor,6,7,1,25,32
31,far-from-aligned,far-anchor,6,8,1,25,33
31,far-from-aligned,far-anchor,6,9,1,25,34
31,far-from-aligned,far-anchor,6,9,1,75,35
31,far-from-aligned,far-anchor,6,8,1,75,36
31,far-from-aligned,far-anchor,6,7,1,75,37
31,far-from-aligned,far-anchor,6,6,1,75,38
31,far-from-aligned,far-anchor,6,5,1,75,39
31,near-aligned,far-anchor,6,4,1,75,40
31,near-aligned,far-anchor,6,3,1,75,41
31,near-aligned,far-anchor,6,2,1,75,42
31,near-aligned,far-anchor,6,1,1,75,43
31,aligned,far-anchor,6,0,1,75,44
31,near-aligned,far-anchor,6,3,1,50 and 75,47
31,near-aligned,far-anchor,6,2,1,50,48
31,near-aligned,far-anchor,6,1,1,50,49
31,aligned,far-anchor,6,0,1,50,50
31,near-aligned,far-anchor,6,3,1,50,53
31,near-aligned,far-anchor,6,4,1,50,54
31,far-from-aligned,far-anchor,6,5,1,50,55
31,far-from-aligned,far-anchor,6,6,1,50,56
31,far-from-aligned,far-anchor,6,7,1,50,57
31,far-from-aligned,far-anchor,6,8,1,50,58
31,far-from-aligned,far-anchor,6,9,1,50,59
31,far-from-aligned,far-anchor,6,9,1,100,60
31,far-from-aligned,far-anchor,6,8,1,100,61
31,far-from-aligned,far-anchor,6,7,1,100,62
31,far-from-aligned,far-anchor,6,6,1,100,63
31,far-from-aligned,far-anchor,6,5,1,100,64
31,near-aligned,far-anchor,6,4,1,100,65
31,near-aligned,far-anchor,6,3,1,100,66
31,near-aligned,far-anchor,6,2,1,100,67
31,near-aligned,far-anchor,6,1,1,100,68
31,aligned,far-anchor,6,0,1,100,69
32,aligned,far-anchor,7,0,2,0,0
32,near-aligned,far-anchor,7,1,2,0,1
32,near-aligned,far-anchor,7,2,2,0,2
32,near-aligned,far-anchor,7,3,2,0,3
32,near-aligned,far-anchor,7,4,2,0,4
32,far-from-aligned,far-anchor,7,5,2,0,5
32,far-from-aligned,far-anchor,7,6,2,0,6
32,far-from-aligned,far-anchor,7,7,2,0,7
32,far-from-aligned,far-anchor,7,8,2,0,8
32,far-from-aligned,far-anchor,7,9,2,0 and 50,9
32,far-from-aligned,far-anchor,7,8,2,50,10
32,far-from-aligned,far-anchor,7,7,2,50,11
32,far-from-aligned,far-anchor,7,6,2,50,12
32,far-from-aligned,far-anchor,7,5,2,50,13
32,near-aligned,far-anchor,7,4,2,50,14
32,near-aligned,far-anchor,7,3,2,50,15
32,near-aligned,far-anchor,7,2,2,50,16
32,near-aligned,far-anchor,7,1,2,50,17
32,aligned,far-anchor,7,0,2,50,18
32,near-aligned,far-anchor,7,3,2,25,22
32,near-aligned,far-anchor,7,2,2,25,23
32,near-aligned,far-anchor,7,1,2,25,24
32,aligned,far-anchor,7,0,2,25,25
32,near-aligned,far-anchor,7,4,2,25,29
32,far-from-aligned,far-anchor,7,5,2,25,30
32,far-from-aligned,far-anchor,7,6,2,25,31
32,far-from-aligned,far-anchor,7,7,2,25,32
32,far-from-aligned,far-anchor,7,8,2,25,33
32,far-from-aligned,far-anchor,7,9,2,25 and 75,34
32,far-from-aligned,far-anchor,7,8,2,75,35
32,far-from-aligned,far-anchor,7,7,2,75,36
32,far-from-aligned,far-anchor,7,6,2,75,37
32,far-from-aligned,far-anchor,7,5,2,75,38
32,near-aligned,far-anchor,7,4,2,75,39
32,near-aligned,far-anchor,7,3,2,75,40
32,near-aligned,far-anchor,7,2,2,75,41
32,near-aligned,far-anchor,7,1,2,75,42
32,aligned,far-anchor,7,0,2,75,43
32,near-aligned,far-anchor,7,3,2,50,47
32,near-aligned,far-anchor,7,2,2,50,48
32,near-aligned,far-anchor,7,1,2,50,49
32,aligned,far-anchor,7,0,2,50,50
32,near-aligned,far-anchor,7,4,2,50,54
32,far-from-aligned,far-anchor,7,5,2,50,55
32,far-from-aligned,far-anchor,7,6,2,50,56
32,far-from-aligned,far-anchor,7,7,2,50,57
32,far-from-aligned,far-anchor,7,8,2,50,58
32,far-from-aligned,far-anchor,7,9,2,50 and 100,59
32,far-from-aligned,far-anchor,7,8,2,100,60
32,far-from-aligned,far-anchor,7,7,2,100,61
32,far-from-aligned,far-anchor,7,6,2,100,62
32,far-from-aligned,far-anchor,7,5,2,100,63
32,near-aligned,far-anchor,7,4,2,100,64
32,near-aligned,far-anchor,7,3,2,100,65
32,near-aligned,far-anchor,7,2,2,100,66
32,near-aligned,far-anchor,7,1,2,100,67
32,aligned,far-anchor,7,0,2,100,68
33,aligned,far-anchor,8,0,2,0,0
33,near-aligned,far-anchor,8,1,2,0,1
33,near-aligned,far-anchor,8,2,2,0,2
33,near-aligned,far-anchor,8,3,2,0,3
33,near-aligned,far-anchor,8,4,2,0,4
33,far-from-aligned,far-anchor,8,5,2,0,5
33,far-from-aligned,far-anchor,8,6,2,0,6
33,far-from-aligned,far-anchor,8,7,2,0,7
33,far-from-aligned,far-anchor,8,8,2,0,8
33,far-from-aligned,far-anchor,8,8,2,50,9
33,far-from-aligned,far-anchor,8,7,2,50,10
33,far-from-aligned,far-anchor,8,6,2,50,11
33,far-from-aligned,far-anchor,8,5,2,50,12
33,near-aligned,far-anchor,8,4,2,50,13
33,near-aligned,far-anchor,8,3,2,50,14
33,near-aligned,far-anchor,8,2,2,50,15
33,near-aligned,far-anchor,8,1,2,50,16
33,aligned,far-anchor,8,0,2,50,17
33,near-aligned,far-anchor,8,4,2,25 and 50,21
33,near-aligned,far-anchor,8,3,2,25,22
33,near-aligned,far-anchor,8,2,2,25,23
33,near-aligned,far-anchor,8,1,2,25,24
33,aligned,far-anchor,8,0,2,25,25
33,near-aligned,far-anchor,8,4,2,25,29
33,far-from-aligned,far-anchor,8,5,2,25,30
33,far-from-aligned,far-anchor,8,6,2,25,31
33,far-from-aligned,far-anchor,8,7,2,25,32
33,far-from-aligned,far-anchor,8,8,2,25,33
33,far-from-aligned,far-anchor,8,8,2,75,34
33,far-from-aligned,far-anchor,8,7,2,75,35
33,far-from-aligned,far-anchor,8,6,2,75,36
33,far-from-aligned,far-anchor,8,5,2,75,37
33,near-aligned,far-anchor,8,4,2,75,38
33,near-aligned,far-anchor,8,3,2,75,39
33,near-aligned,far-anchor,8,2,2,75,40
33,near-aligned,far-anchor,8,1,2,75,41
33,aligned,far-anchor,8,0,2,75,42
33,near-aligned,far-anchor,8,4,2,50 and 75,46
33,near-aligned,far-anchor,8,3,2,50,47
33,near-aligned,far-anchor,8,2,2,50,48
33,near-aligned,far-anchor,8,1,2,50,49
33,aligned,far-anchor,8,0,2,50,50
33,near-aligned,far-anchor,8,4,2,50,54
33,far-from-aligned,far-anchor,8,5,2,50,55
33,far-from-aligned,far-anchor,8,6,2,50,56
33,far-from-aligned,far-anchor,8,7,2,50,57
33,far-from-aligned,far-anchor,8,8,2,50,58
33,far-from-aligned,far-anchor,8,8,2,100,59
33,far-from-aligned,far-anchor,8,7,2,100,60
33,far-from-aligned,far-anchor,8,6,2,100,61
33,far-from-aligned,far-anchor,8,5,2,100,62
33,near-aligned,far-anchor,8,4,2,100,63
33,near-aligned,far-anchor,8,3,2,100,64
33,near-aligned,far-anchor,8,2,2,100,65
33,near-aligned,far-anchor,8,1,2,100,66
33,aligned,far-anchor,8,0,2,100,67
34,aligned,far-anchor,9,0,1,0,0
34,near-aligned,far-anchor,9,1,1,0,1
34,near-aligned,far-anchor,9,2,1,0,2
34,near-aligned,far-anchor,9,3,1,0,3
34,near-aligned,far-anchor,9,4,1,0,4
34,far-from-aligned,far-anchor,9,5,1,0,5
34,far-from-aligned,far-anchor,9,6,1,0,6
34,far-from-aligned,far-anchor,9,7,1,0,7
34,far-from-aligned,far-anchor,9,8,1,0 and 50,8
34,far-from-aligned,far-anchor,9,7,1,50,9
34,far-from-aligned,far-anchor,9,6,1,50,10
34,far-from-aligned,far-anchor,9,5,1,50,11
34,near-aligned,far-anchor,9,4,1,50,12
34,near-aligned,far-anchor,9,3,1,50,13
34,near-aligned,far-anchor,9,2,1,50,14
34,near-aligned,far-anchor,9,1,1,50,15
34,aligned,far-anchor,9,0,1,50,16
34,near-aligned,far-anchor,9,4,1,25,21
34,near-aligned,far-anchor,9,3,1,25,22
34,near-aligned,far-anchor,9,2,1,25,23
34,near-aligned,far-anchor,9,1,1,25,24
34,aligned,far-anchor,9,0,1,25,25
34,far-from-aligned,far-anchor,9,5,1,25,30
34,far-from-aligned,far-anchor,9,6,1,25,31
34,far-from-aligned,far-anchor,9,7,1,25,32
34,far-from-aligned,far-anchor,9,8,1,25 and 75,33
34,far-from-aligned,far-anchor,9,7,1,75,34
34,far-from-aligned,far-anchor,9,6,1,75,35
34,far-from-aligned,far-anchor,9,5,1,75,36
34,near-aligned,far-anchor,9,4,1,75,37
34,near-aligned,far-anchor,9,3,1,75,38
34,near-aligned,far-anchor,9,2,1,75,39
34,near-aligned,far-anchor,9,1,1,75,40
34,aligned,far-anchor,9,0,1,75,41
34,near-aligned,far-anchor,9,4,1,50,46
34,near-aligned,far-anchor,9,3,1,50,47
34,near-aligned,far-anchor,9,2,1,50,48
34,near-aligned,far-anchor,9,1,1,50,49
34,aligned,far-anchor,9,0,1,50,50
34,far-from-aligned,far-anchor,9,5,1,50,55
34,far-from-aligned,far-anchor,9,6,1,50,56
34,far-from-aligned,far-anchor,9,7,1,50,57
34,far-from-aligned,far-anchor,9,8,1,50 and 100,58
34,far-from-aligned,far-anchor,9,7,1,100,59
34,far-from-aligned,far-anchor,9,6,1,100,60
34,far-from-aligned,far-anchor,9,5,1,100,61
34,near-aligned,far-anchor,9,4,1,100,62
34,near-aligned,far-anchor,9,3,1,100,63
34,near-aligned,far-anchor,9,2,1,100,64
34,near-aligned,far-anchor,9,1,1,100,65
34,aligned,far-anchor,9,0,1,100,66
35,aligned,far-anchor,10,0,0,0,0
35,near-aligned,far-anchor,10,1,0,0,1
35,near-aligned,far-anchor,10,2,0,0,2
35,near-aligned,far-anchor,10,3,0,0,3
35,near-aligned,far-anchor,10,4,0,0,4
35,far-from-aligned,far-anchor,10,5,0,0,5
35,far-from-aligned,far-anchor,10,6,0,0,6
35,far-from-aligned,far-anchor,10,7,0,0,7
35,far-from-aligned,far-anchor,10,7,0,50,8
35,far-from-aligned,far-anchor,10,6,0,50,9
35,far-from-aligned,far-anchor,10,5,0,50,10
35,near-aligned,far-anchor,10,4,0,50,11
35,near-aligned,far-anchor,10,3,0,50,12
35,near-aligned,far-anchor,10,2,0,50,13
35,near-aligned,far-anchor,10,1,0,50,14
35,aligned,far-anchor,10,0,0,50,15
35,far-from-aligned,far-anchor,10,5,0,25 and 50,20
35,near-aligned,far-anchor,10,4,0,25,21
35,near-aligned,far-anchor,10,3,0,25,22
35,near-aligned,far-anchor,10,2,0,25,23
35,near-aligned,far-anchor,10,1,0,25,24
35,aligned,far-anchor,10,0,0,25,25
35,far-from-aligned,far-anchor,10,5,0,25,30
35,far-from-aligned,far-anchor,10,6,0,25,31
35,far-from-aligned,far-anchor,10,7,0,25,32
35,far-from-aligned,far-anchor,10,7,0,75,33
35,far-from-aligned,far-anchor,10,6,0,75,34
35,far-from-aligned,far-anchor,10,5,0,75,35
35,near-aligned,far-anchor,10,4,0,75,36
35,near-aligned,far-anchor,10,3,0,75,37
35,near-aligned,far-anchor,10,2,0,75,38
35,near-aligned,far-anchor,10,1,0,75,39
35,aligned,far-anchor,10,0,0,75,40
35,far-from-aligned,far-anchor,10,5,0,50 and 75,45
35,near-aligned,far-anchor,10,4,0,50,46
35,near-aligned,far-anchor,10,3,0,50,47
35,near-aligned,far-anchor,10,2,0,50,48
35,near-aligned,far-anchor,10,1,0,50,49
35,aligned,far-anchor,10,0,0,50,50
35,far-from-aligned,far-anchor,10,5,0,50,55
35,far-from-aligned,far-anchor,10,6,0,50,56
35,far-from-aligned,far-anchor,10,7,0,50,57
35,far-from-aligned,far-anchor,10,7,0,100,58
35,far-from-aligned,far-anchor,10,6,0,100,59
35,far-from-aligned,far-anchor,10,5,0,100,60
35,near-aligned,far-anchor,10,4,0,100,61
35,near-aligned,far-anchor,10,3,0,100,62
35,near-aligned,far-anchor,10,2,0,100,63
35,near-aligned,far-anchor,10,1,0,100,64
35,aligned,far-anchor,10,0,0,100,65
36,aligned,far-anchor,11,0,1,0,0
36,near-aligned,far-anchor,11,1,1,0,1
36,near-aligned,far-anchor,11,2,1,0,2
36,near-aligned,far-anchor,11,3,1,0,3
36,near-aligned,far-anchor,11,4,1,0,4
36,far-from-aligned,far-anchor,11,5,1,0,5
36,far-from-aligned,far-anchor,11,6,1,0,6
36,far-from-aligned,far-anchor,11,7,1,0 and 50,7
36,far-from-aligned,far-anchor,11,6,1,50,8
36,far-from-aligned,far-anchor,11,5,1,50,9
36,near-aligned,far-anchor,11,4,1,50,10
36,near-aligned,far-anchor,11,3,1,50,11
36,near-aligned,far-anchor,11,2,1,50,12
36,near-aligned,far-anchor,11,1,1,50,13
36,aligned,far-anchor,11,0,1,50,14
36,far-from-aligned,far-anchor,11,5,1,25,20
36,near-aligned,far-anchor,11,4,1,25,21
36,near-aligned,far-anchor,11,3,1,25,22
36,near-aligned,far-anchor,11,2,1,25,23
36,near-aligned,far-anchor,11,1,1,25,24
36,aligned,far-anchor,11,0,1,25,25
36,far-from-aligned,far-anchor,11,6,1,25,31
36,far-from-aligned,far-anchor,11,7,1,25 and 75,32
36,far-from-aligned,far-anchor,11,6,1,75,33
36,far-from-aligned,far-anchor,11,5,1,75,34
36,near-aligned,far-anchor,11,4,1,75,35
36,near-aligned,far-anchor,11,3,1,75,36
36,near-aligned,far-anchor,11,2,1,75,37
36,near-aligned,far-anchor,11,1,1,75,38
36,aligned,far-anchor,11,0,1,75,39
36,far-from-aligned,far-anchor,11,5,1,50,45
36,near-aligned,far-anchor,11,4,1,50,46
36,near-aligned,far-anchor,11,3,1,50,47
36,near-aligned,far-anchor,11,2,1,50,48
36,near-aligned,far-anchor,11,1,1,50,49
36,aligned,far-anchor,11,0,1,50,50
36,far-from-aligned,far-anchor,11,6,1,50,56
36,far-from-aligned,far-anchor,11,7,1,50 and 100,57
36,far-from-aligned,far-anchor,11,6,1,100,58
36,far-from-aligned,far-anchor,11,5,1,100,59
36,near-aligned,far-anchor,11,4,1,100,60
36,near-aligned,far-anchor,11,3,1,100,61
36,near-aligned,far-anchor,11,2,1,100,62
36,near-aligned,far-anchor,11,1,1,100,63
36,aligned,far-anchor,11,0,1,100,64
37,aligned,far-anchor,12,0,2,0,0
37,near-aligned,far-anchor,12,1,2,0,1
37,near-aligned,far-anchor,12,2,2,0,2
37,near-aligned,far-anchor,12,3,2,0,3
37,near-aligned,far-anchor,12,4,2,0,4
37,far-from-aligned,far-anchor,12,5,2,0,5
37,far-from-aligned,far-anchor,12,6,2,0,6
37,far-from-aligned,far-anchor,12,6,2,50,7
37,far-from-aligned,far-anchor,12,5,2,50,8
37,near-aligned,far-anchor,12,4,2,50,9
37,near-aligned,far-anchor,12,3,2,50,10
37,near-aligned,far-anchor,12,2,2,50,11
37,near-aligned,far-anchor,12,1,2,50,12
37,aligned,far-anchor,12,0,2,50,13
37,far-from-aligned,far-anchor,12,6,2,25 and 50,19
37,far-from-aligned,far-anchor,12,5,2,25,20
37,near-aligned,far-anchor,12,4,2,25,21
37,near-aligned,far-anchor,12,3,2,25,22
37,near-aligned,far-anchor,12,2,2,25,23
37,near-aligned,far-anchor,12,1,2,25,24
37,aligned,far-anchor,12,0,2,25,25
37,far-from-aligned,far-anchor,12,6,2,25,31
37,far-from-aligned,far-anchor,12,6,2,75,32
37,far-from-aligned,far-anchor,12,5,2,75,33
37,near-aligned,far-anchor,12,4,2,75,34
37,near-aligned,far-anchor,12,3,2,75,35
37,near-aligned,far-anchor,12,2,2,75,36
37,near-aligned,far-anchor,12,1,2,75,37
37,aligned,far-anchor,12,0,2,75,38
37,far-from-aligned,far-anchor,12,6,2,50 and 75,44
37,far-from-aligned,far-anchor,12,5,2,50,45
37,near-aligned,far-anchor,12,4,2,50,46
37,near-aligned,far-anchor,12,3,2,50,47
37,near-aligned,far-anchor,12,2,2,50,48
37,near-aligned,far-anchor,12,1,2,50,49
37,aligned,far-anchor,12,0,2,50,50
37,far-from-aligned,far-anchor,12,6,2,50,56
37,far-from-aligned,far-anchor,12,6,2,100,57
37,far-from-aligned,far-anchor,12,5,2,100,58
37,near-aligned,far-anchor,12,4,2,100,59
37,near-aligned,far-anchor,12,3,2,100,60
37,near-aligned,far-anchor,12,2,2,100,61
37,near-aligned,far-anchor,12,1,2,100,62
37,aligned,far-anchor,12,0,2,100,63
38,aligned,far-anchor,12,0,2,0,0
38,near-aligned,far-anchor,12,1,2,0,1
38,near-aligned,far-anchor,12,2,2,0,2
38,near-aligned,far-anchor,12,3,2,0,3
38,near-aligned,far-anchor,12,4,2,0,4
38,far-from-aligned,far-anchor,12,5,2,0,5
38,far-from-aligned,far-anchor,12,6,2,0 and 50,6
38,far-from-aligned,far-anchor,12,5,2,50,7
38,near-aligned,far-anchor,12,4,2,50,8
38,near-aligned,far-anchor,12,3,2,50,9
38,near-aligned,far-anchor,12,2,2,50,10
38,near-aligned,far-anchor,12,1,2,50,11
38,aligned,far-anchor,12,0,2,50,12
38,far-from-aligned,far-anchor,12,6,2,50,18
38,far-from-aligned,far-anchor,12,6,2,25,19
38,far-from-aligned,far-anchor,12,5,2,25,20
38,near-aligned,far-anchor,12,4,2,25,21
38,near-aligned,far-anchor,12,3,2,25,22
38,near-aligned,far-anchor,12,2,2,25,23
38,near-aligned,far-anchor,12,1,2,25,24
38,aligned,far-anchor,12,0,2,25,25
38,far-from-aligned,far-anchor,12,6,2,25 and 75,31
38,far-from-aligned,far-anchor,12,5,2,75,32
38,near-aligned,far-anchor,12,4,2,75,33
38,near-aligned,far-anchor,12,3,2,75,34
38,near-aligned,far-anchor,12,2,2,75,35
38,near-aligned,far-anchor,12,1,2,75,36
38,aligned,far-anchor,12,0,2,75,37
38,far-from-aligned,far-anchor,12,6,2,75,43
38,far-from-aligned,far-anchor,12,6,2,50,44
38,far-from-aligned,far-anchor,12,5,2,50,45
38,near-aligned,far-anchor,12,4,2,50,46
38,near-aligned,far-anchor,12,3,2,50,47
38,near-aligned,far-anchor,12,2,2,50,48
38,near-aligned,far-anchor,12,1,2,50,49
38,aligned,far-anchor,12,0,2,50,50
38,far-from-aligned,far-anchor,12,6,2,50 and 100,56
38,far-from-aligned,far-anchor,12,5,2,100,57
38,near-aligned,far-anchor,12,4,2,100,58
38,near-aligned,far-anchor,12,3,2,100,59
38,near-aligned,far-anchor,12,2,2,100,60
38,near-aligned,far-anchor,12,1,2,100,61
38,aligned,far-anchor,12,0,2,100,62
39,aligned,far-anchor,11,0,1,0,0
39,near-aligned,far-anchor,11,1,1,0,1
39,near-aligned,far-anchor,11,2,1,0,2
39,near-aligned,far-anchor,11,3,1,0,3
39,near-aligned,far-anchor,11,4,1,0,4
39,far-from-aligned,far-anchor,11,5,1,0,5
39,far-from-aligned,far-anchor,11,5,1,50,6
39,near-aligned,far-anchor,11,4,1,50,7
39,near-aligned,far-anchor,11,3,1,50,8
39,near-aligned,far-anchor,11,2,1,50,9
39,near-aligned,far-anchor,11,1,1,50,10
39,aligned,far-anchor,11,0,1,50,11
39,far-from-aligned,far-anchor,11,6,1,50,17
39,far-from-aligned,far-anchor,11,7,1,25 and 50,18
39,far-from-aligned,far-anchor,11,6,1,25,19
39,far-from-aligned,far-anchor,11,5,1,25,20
39,near-aligned,far-anchor,11,4,1,25,21
39,near-aligned,far-anchor,11,3,1,25,22
39,near-aligned,far-anchor,11,2,1,25,23
39,near-aligned,far-anchor,11,1,1,25,24
39,aligned,far-anchor,11,0,1,25,25
39,far-from-aligned,far-anchor,11,5,1,75,31
39,near-aligned,far-anchor,11,4,1,75,32
39,near-aligned,far-anchor,11,3,1,75,33
39,near-aligned,far-anchor,11,2,1,75,34
39,near-aligned,far-anchor,11,1,1,75,35
39,aligned,far-anchor,11,0,1,75,36
39,far-from-aligned,far-anchor,11,6,1,75,42
39,far-from-aligned,far-anchor,11,7,1,50 and 75,43
39,far-from-aligned,far-anchor,11,6,1,50,44
39,far-from-aligned,far-anchor,11,5,1,50,45
39,near-aligned,far-anchor,11,4,1,50,46
39,near-aligned,far-anchor,11,3,1,50,47
39,near-aligned,far-anchor,11,2,1,50,48
39,near-aligned,far-anchor,11,1,1,50,49
39,aligned,far-anchor,11,0,1,50,50
39,far-from-aligned,far-anchor,11,5,1,100,56
39,near-aligned,far-anchor,11,4,1,100,57
39,near-aligned,far-anchor,11,3,1,100,58
39,near-aligned,far-anchor,11,2,1,100,59
39,near-aligned,far-anchor,11,1,1,100,60
39,aligned,far-anchor,11,0,1,100,61
40,aligned,far-anchor,10,0,0,0,0
40,near-aligned,far-anchor,10,1,0,0,1
40,near-aligned,far-anchor,10,2,0,0,2
40,near-aligned,far-anchor,10,3,0,0,3
40,near-aligned,far-anchor,10,4,0,0,4
40,far-from-aligned,far-anchor,10,5,0,0 and 50,5
40,near-aligned,far-anchor,10,4,0,50,6
40,near-aligned,far-anchor,10,3,0,50,7
40,near-aligned,far-anchor,10,2,0,50,8
40,near-aligned,far-anchor,10,1,0,50,9
40,aligned,far-anchor,10,0,0,50,10
40,far-from-aligned,far-anchor,10,5,0,50,15
40,far-from-aligned,far-anchor,10,6,0,50,16
40,far-from-aligned,far-anchor,10,7,0,50,17
40,far-from-aligned,far-anchor,10,7,0,25,18
40,far-from-aligned,far-anchor,10,6,0,25,19
40,far-from-aligned,far-anchor,10,5,0,25,20
40,near-aligned,far-anchor,10,4,0,25,21
40,near-aligned,far-anchor,10,3,0,25,22
40,near-aligned,far-anchor,10,2,0,25,23
40,near-aligned,far-anchor,10,1,0,25,24
40,aligned,far-anchor,10,0,0,25,25
40,far-from-aligned,far-anchor,10,5,0,25 and 75,30
40,near-aligned,far-anchor,10,4,0,75,31
40,near-aligned,far-anchor,10,3,0,75,32
40,near-aligned,far-anchor,10,2,0,75,33
40,near-aligned,far-anchor,10,1,0,75,34
40,aligned,far-anchor,10,0,0,75,35
40,far-from-aligned,far-anchor,10,5,0,75,40
40,far-from-aligned,far-anchor,10,6,0,75,41
40,far-from-aligned,far-anchor,10,7,0,75,42
40,far-from-aligned,far-anchor,10,7,0,50,43
40,far-from-aligned,far-anchor,10,6,0,50,44
40,far-from-aligned,far-anchor,10,5,0,50,45
40,near-aligned,far-anchor,10,4,0,50,46
40,near-aligned,far-anchor,10,3,0,50,47
40,near-aligned,far-anchor,10,2,0,50,48
40,near-aligned,far-anchor,10,1,0,50,49
40,aligned,far-anchor,10,0,0,50,50
40,far-from-aligned,far-anchor,10,5,0,50 and 100,55
40,near-aligned,far-anchor,10,4,0,100,56
40,near-aligned,far-anchor,10,3,0,100,57
40,near-aligned,far-anchor,10,2,0,100,58
40,near-aligned,far-anchor,10,1,0,100,59
40,aligned,far-anchor,10,0,0,100,60
41,aligned,far-anchor,9,0,1,0,0
41,near-aligned,far-anchor,9,1,1,0,1
41,near-aligned,far-anchor,9,2,1,0,2
41,near-aligned,far-anchor,9,3,1,0,3
41,near-aligned,far-anchor,9,4,1,0,4
41,near-aligned,far-anchor,9,4,1,50,5
41,near-aligned,far-anchor,9,3,1,50,6
41,near-aligned,far-anchor,9,2,1,50,7
41,near-aligned,far-anchor,9,1,1,50,8
41,aligned,far-anchor,9,0,1,50,9
41,far-from-aligned,far-anchor,9,5,1,50,14
41,far-from-aligned,far-anchor,9,6,1,50,15
41,far-from-aligned,far-anchor,9,7,1,50,16
41,far-from-aligned,far-anchor,9,8,1,25 and 50,17
41,far-from-aligned,far-anchor,9,7,1,25,18
41,far-from-aligned,far-anchor,9,6,1,25,19
41,far-from-aligned,far-anchor,9,5,1,25,20
41,near-aligned,far-anchor,9,4,1,25,21
41,near-aligned,far-anchor,9,3,1,25,22
41,near-aligned,far-anchor,9,2,1,25,23
41,near-aligned,far-anchor,9,1,1,25,24
41,aligned,far-anchor,9,0,1,25,25
41,near-aligned,far-anchor,9,4,1,75,30
41,near-aligned,far-anchor,9,3,1,75,31
41,near-aligned,far-anchor,9,2,1,75,32
41,near-aligned,far-anchor,9,1,1,75,33
41,aligned,far-anchor,9,0,1,75,34
41,far-from-aligned,far-anchor,9,5,1,75,39
41,far-from-aligned,far-anchor,9,6,1,75,40
41,far-from-aligned,far-anchor,9,7,1,75,41
41,far-from-aligned,far-anchor,9,8,1,50 and 75,42
41,far-from-aligned,far-anchor,9,7,1,50,43
41,far-from-aligned,far-anchor,9,6,1,50,44
41,far-from-aligned,far-anchor,9,5,1,50,45
41,near-aligned,far-anchor,9,4,1,50,46
41,near-aligned,far-anchor,9,3,1,50,47
41,near-aligned,far-anchor,9,2,1,50,48
41,near-aligned,far-anchor,9,1,1,50,49
41,aligned,far-anchor,9,0,1,50,50
41,near-aligned,far-anchor,9,4,1,100,55
41,near-aligned,far-anchor,9,3,1,100,56
41,near-aligned,far-anchor,9,2,1,100,57
41,near-aligned,far-anchor,9,1,1,100,58
41,aligned,far-anchor,9,0,1,100,59
42,aligned,far-anchor,8,0,2,0,0
42,near-aligned,far-anchor,8,1,2,0,1
42,near-aligned,far-anchor,8,2,2,0,2
42,near-aligned,far-anchor,8,3,2,0,3
42,near-aligned,far-anchor,8,4,2,0 and 50,4
42,near-aligned,far-anchor,8,3,2,50,5
42,near-aligned,far-anchor,8,2,2,50,6
42,near-aligned,far-anchor,8,1,2,50,7
42,aligned,far-anchor,8,0,2,50,8
42,near-aligned,far-anchor,8,4,2,50,12
42,far-from-aligned,far-anchor,8,5,2,50,13
42,far-from-aligned,far-anchor,8,6,2,50,14
42,far-from-aligned,far-anchor,8,7,2,50,15
42,far-from-aligned,far-anchor,8,8,2,50,16
42,far-from-aligned,far-anchor,8,8,2,25,17
42,far-from-aligned,far-anchor,8,7,2,25,18
42,far-from-aligned,far-anchor,8,6,2,25,19
42,far-from-aligned,far-anchor,8,5,2,25,20
42,near-aligned,far-anchor,8,4,2,25,21
42,near-aligned,far-anchor,8,3,2,25,22
42,near-aligned,far-anchor,8,2,2,25,23
42,near-aligned,far-anchor,8,1,2,25,24
42,aligned,far-anchor,8,0,2,25,25
42,near-aligned,far-anchor,8,4,2,25 and 75,29
42,near-aligned,far-anchor,8,3,2,75,30
42,near-aligned,far-anchor,8,2,2,75,31
42,near-aligned,far-anchor,8,1,2,75,32
42,aligned,far-anchor,8,0,2,75,33
42,near-aligned,far-anchor,8,4,2,75,37
42,far-from-aligned,far-anchor,8,5,2,75,38
42,far-from-aligned,far-anchor,8,6,2,75,39
42,far-from-aligned,far-anchor,8,7,2,75,40
42,far-from-aligned,far-anchor,8,8,2,75,41
42,far-from-aligned,far-anchor,8,8,2,50,42
42,far-from-aligned,far-anchor,8,7,2,50,43
42,far-from-aligned,far-anchor,8,6,2,50,44
42,far-from-aligned,far-anchor,8,5,2,50,45
42,near-aligned,far-anchor,8,4,2,50,46
